#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        2954        -0.6   -0.460393  0.00230197
        2955        -0.6    -0.46044  0.00230168
        2956       -0.52    -0.46046  0.00230099
        2957       -0.76   -0.460561  0.00230244
        2958        -0.6   -0.460609  0.00230214
        2959       -0.52   -0.460629  0.00230145
        2960       -0.28   -0.460568  0.00230148
        2961       -0.52   -0.460588  0.00230079
        2962       -0.52   -0.460608   0.0023001
        2963       -0.28   -0.460547  0.00230014
        2964       -0.68   -0.460621  0.00230055
        2965       -0.52   -0.460641  0.00229986
        2966        -0.6   -0.460688  0.00229957
        2967        -0.6   -0.460735  0.00229927
        2968       -0.44   -0.460728  0.00229851
        2969       -0.36   -0.460694  0.00229798
        2970       -0.44   -0.460687  0.00229722
        2971       -0.52   -0.460707  0.00229653
        2972       -0.52   -0.460727  0.00229585
        2973        -0.6   -0.460774  0.00229555
        2974       -0.52   -0.460794  0.00229487
        2975       -0.52   -0.460813  0.00229418
        2976       -0.44   -0.460806  0.00229342
        2977       -0.44   -0.460799  0.00229266
        2978        -0.6   -0.460846  0.00229237
        2979       -0.52   -0.460866  0.00229168
        2980        -0.6   -0.460913  0.00229139
        2981       -0.12   -0.460798  0.00229347
        2982       -0.44   -0.460791  0.00229272
        2983       -0.36   -0.460758   0.0022922
        2984        -0.6   -0.460804   0.0022919
        2985       -0.44   -0.460797  0.00229115
        2986       -0.36   -0.460764  0.00229063
        2987       -0.36    -0.46073  0.00229011
        2988       -0.28   -0.460669  0.00229014
        2989       -0.44   -0.460662  0.00228939
        2990       -0.44   -0.460656  0.00228863
        2991       -0.44   -0.460649  0.00228788
        2992       -0.52   -0.460668   0.0022872
        2993       -0.44   -0.460662  0.00228644
        2994        -0.6   -0.460708  0.00228615
        2995       -0.52   -0.460728  0.00228548
        2996       -0.44   -0.460721  0.00228472
        2997       -0.28   -0.460661  0.00228476
        2998       -0.44   -0.460654    0.002284
        2999       -0.52   -0.460674  0.00228333
        3000       -0.52   -0.460693  0.00228265
        3001        -0.6    -0.46074  0.00228236
        3002        -0.6   -0.460786  0.00228208
        3003       -0.44   -0.460779  0.00228133
        3004       -0.52   -0.460799  0.00228065
        3005       -0.44   -0.460792   0.0022799
        3006       -0.44   -0.460785  0.00227916
        3007       -0.44   -0.460778  0.00227841
        3008       -0.52   -0.460798  0.00227774
        3009       -0.36   -0.460764  0.00227723
        3010       -0.52   -0.460784  0.00227655
        3011       -0.52   -0.460804  0.00227588
        3012        -0.6    -0.46085   0.0022756
        3013       -0.52    -0.46087  0.00227493
        3014       -0.52   -0.460889  0.00227426
        3015       -0.36   -0.460856  0.00227375
        3016       -0.44   -0.460849    0.002273
        3017       -0.28   -0.460789  0.00227304
        3018       -0.44   -0.460782   0.0022723
        3019       -0.52   -0.460802  0.00227163
        3020        -0.6   -0.460848  0.00227135
        3021       -0.36   -0.460814  0.00227084
        3022       -0.36   -0.460781  0.00227033
        3023       -0.52   -0.460801  0.00226967
        3024       -0.52    -0.46082    0.002269
        3025       -0.36   -0.460787  0.00226849
        3026       -0.36   -0.460753  0.00226799
        3027       -0.28   -0.460694  0.00226803
        3028       -0.44   -0.460687  0.00226729
        3029        -0.6   -0.460733  0.00226701
        3030        -0.6   -0.460779  0.00226672
        3031        -0.6   -0.460825  0.00226644
        3032       -0.76   -0.460923  0.00226784
        3033       -0.52   -0.460943  0.00226718
        3034       -0.36    -0.46091  0.00226667
        3035       -0.52   -0.460929  0.00226601
        3036       -0.52   -0.460949  0.00226535
        3037        -0.2   -0.460863  0.00226623
        3038       -0.36   -0.460829  0.00226573
        3039       -0.44   -0.460823  0.00226499
        3040       -0.44   -0.460816  0.00226426
        3041       -0.52   -0.460835   0.0022636
        3042       -0.52   -0.460855  0.00226294
        3043       -0.28   -0.460795  0.00226297
        3044        -0.6   -0.460841  0.00226269
        3045        -0.6   -0.460887  0.00226241
        3046        -0.6   -0.460932  0.00226213
        3047        -0.2   -0.460847  0.00226301
        3048        -0.6   -0.460892  0.00226272
        3049       -0.52   -0.460912  0.00226206
        3050       -0.52   -0.460931  0.00226141
        3051       -0.52   -0.460951  0.00226075
        3052       -0.52    -0.46097  0.00226009
        3053        -0.2   -0.460884  0.00226096
        3054       -0.44   -0.460878  0.00226023
        3055       -0.28   -0.460818  0.00226027
        3056        -0.6   -0.460864  0.00225999
        3057       -0.52   -0.460883  0.00225933
        3058       -0.52   -0.460903  0.00225868
        3059       -0.52   -0.460922  0.00225802
        3060       -0.44   -0.460915  0.00225729
        3061       -0.28   -0.460856  0.00225733
        3062       -0.44   -0.460849   0.0022566
        3063       -0.36   -0.460816  0.00225611
        3064       -0.52   -0.460836  0.00225545
        3065       -0.68   -0.460907  0.00225585
        3066       -0.52   -0.460926   0.0022552
        3067        -0.6   -0.460972  0.00225492
        3068       -0.44   -0.460965  0.00225419
        3069        -0.6    -0.46101  0.00225391
        3070       -0.36   -0.460977  0.00225342
        3071       -0.52   -0.460996  0.00225277
        3072       -0.44    -0.46099  0.00225204
        3073       -0.44   -0.460983  0.00225132
        3074       -0.36    -0.46095  0.00225083
        3075       -0.28   -0.460891  0.00225087
        3076       -0.44   -0.460884  0.00225014
        3077       -0.68   -0.460955  0.00225054
        3078       -0.52   -0.460975  0.00224989
        3079       -0.44   -0.460968  0.00224917
        3080        -0.6   -0.461013  0.00224889
        3081       -0.28   -0.460954  0.00224893
        3082       -0.44   -0.460947  0.00224821
        3083        -0.6   -0.460993  0.00224793
        3084       -0.52   -0.461012  0.00224729
        3085       -0.44   -0.461005  0.00224657
        3086        -0.2    -0.46092  0.00224743
        3087       -0.36   -0.460888  0.00224694
        3088       -0.36   -0.460855  0.00224645
        3089       -0.52   -0.460874  0.00224581
        3090        -0.6   -0.460919  0.00224553
        3091        -0.6   -0.460964  0.00224525
        3092       -0.36   -0.460931  0.00224477
        3093       -0.44   -0.460925  0.00224405
        3094       -0.52   -0.460944  0.00224341
        3095       -0.52   -0.460963  0.00224276
        3096       -0.36    -0.46093  0.00224227
        3097       -0.52   -0.460949  0.00224163
        3098        -0.6   -0.460994  0.00224136
        3099       -0.52   -0.461013  0.00224072
        3100       -0.44   -0.461006     0.00224
        3101       -0.52   -0.461025  0.00223936
        3102       -0.52   -0.461044  0.00223872
        3103        -0.6   -0.461089  0.00223845
        3104       -0.44   -0.461082  0.00223774
        3105       -0.68   -0.461153  0.00223813
        3106       -0.68   -0.461223  0.00223851
        3107        -0.6   -0.461268  0.00223824
        3108       -0.52   -0.461287   0.0022376
        3109       -0.28   -0.461229  0.00223764
        3110       -0.36   -0.461196  0.00223716
        3111       -0.36   -0.461164  0.00223667
        3112       -0.28   -0.461105  0.00223671
        3113       -0.44   -0.461099    0.002236
        3114        -0.6   -0.461143  0.00223573
        3115       -0.68   -0.461213  0.00223612
        3116       -0.52   -0.461232  0.00223548
        3117       -0.52   -0.461251  0.00223484
        3118        -0.6   -0.461296  0.00223457
        3119       -0.52   -0.461315  0.00223393
        3120       -0.52   -0.461333  0.00223329
        3121        -0.2    -0.46125  0.00223415
        3122       -0.52   -0.461268  0.00223351
        3123       -0.44   -0.461262  0.00223281
        3124        -0.6   -0.461306  0.00223253
        3125       -0.52   -0.461325   0.0022319
        3126       -0.36   -0.461292  0.00223142
        3127       -0.28   -0.461234  0.00223146
        3128       -0.36   -0.461202  0.00223098
        3129       -0.44   -0.461195  0.00223028
        3130       -0.52   -0.461214  0.00222964
        3131       -0.52   -0.461233  0.00222901
        3132       -0.52   -0.461252  0.00222838
        3133        -0.6   -0.461296  0.00222811
        3134       -0.36   -0.461264  0.00222763
        3135       -0.28   -0.461206  0.00222767
        3136       -0.28   -0.461148  0.00222771
        3137       -0.36   -0.461116  0.00222723
        3138       -0.52   -0.461134   0.0022266
        3139       -0.28   -0.461077  0.00222664
        3140        -0.2   -0.460994  0.00222748
        3141       -0.44   -0.460987  0.00222678
        3142       -0.44    -0.46098  0.00222608
        3143       -0.52   -0.460999  0.00222545
        3144       -0.52   -0.461018  0.00222483
        3145       -0.44   -0.461011  0.00222413
        3146       -0.36   -0.460979  0.00222365
        3147       -0.44   -0.460972  0.00222296
        3148       -0.52   -0.460991  0.00222233
        3149       -0.68   -0.461061  0.00222271
        3150       -0.44   -0.461054  0.00222202
        3151       -0.52   -0.461073  0.00222139
        3152       -0.52   -0.461091  0.00222076
        3153       -0.36   -0.461059  0.00222029
        3154       -0.44   -0.461053   0.0022196
        3155       -0.36   -0.461021  0.00221912
        3156       -0.52   -0.461039   0.0022185
        3157       -0.76   -0.461134  0.00221982
        3158       -0.76   -0.461229  0.00222113
        3159       -0.36   -0.461197  0.00222066
        3160       -0.36   -0.461165  0.00222019
        3161       -0.44   -0.461158  0.00221949
        3162       -0.52   -0.461176  0.00221887
        3163       -0.44    -0.46117  0.00221818
        3164        -0.2   -0.461087  0.00221901
        3165        -0.2   -0.461005  0.00221985
        3166       -0.44   -0.460998  0.00221915
        3167       -0.28   -0.460941  0.00221919
        3168       -0.36   -0.460909  0.00221872
        3169       -0.52   -0.460928   0.0022181
        3170       -0.36   -0.460896  0.00221762
        3171       -0.36   -0.460864  0.00221715
        3172       -0.44   -0.460858  0.00221646
        3173        -0.2   -0.460775  0.00221729
        3174       -0.36   -0.460744  0.00221682
        3175       -0.28   -0.460687  0.00221685
        3176       -0.04   -0.460554  0.00222011
        3177        -0.2   -0.460472  0.00222092
        3178       -0.52   -0.460491   0.0022203
        3179       -0.44   -0.460484  0.00221961
        3180       -0.52   -0.460503  0.00221899
        3181       -0.36   -0.460472  0.00221852
        3182       -0.36    -0.46044  0.00221805
        3183        -0.6   -0.460484  0.00221779
        3184       -0.44   -0.460477   0.0022171
        3185       -0.28   -0.460421  0.00221713
        3186       -0.28   -0.460364  0.00221715
        3187       -0.36   -0.460333  0.00221668
        3188       -0.52   -0.460351  0.00221606
        3189       -0.52    -0.46037  0.00221545
        3190        -0.6   -0.460414  0.00221519
        3191       -0.44   -0.460407   0.0022145
        3192       -0.52   -0.460426  0.00221389
        3193       -0.44    -0.46042   0.0022132
        3194       -0.52   -0.460438  0.00221259
        3195       -0.28   -0.460382  0.00221262
        3196       -0.68   -0.460451  0.00221299
        3197       -0.68   -0.460519  0.00221336
        3198       -0.44   -0.460513  0.00221268
        3199       -0.52   -0.460531  0.00221207
        3200       -0.44   -0.460525  0.00221139
        3201       -0.44   -0.460519   0.0022107
        3202       -0.68   -0.460587  0.00221108
        3203        -0.6   -0.460631  0.00221081
        3204       -0.68   -0.460699  0.00221118
        3205       -0.52   -0.460718  0.00221057
        3206        -0.6   -0.460761  0.00221031
        3207       -0.68   -0.460829  0.00221068
        3208       -0.68   -0.460898  0.00221104
        3209       -0.44   -0.460891  0.00221036
        3210       -0.52    -0.46091  0.00220975
        3211       -0.44   -0.460903  0.00220907
        3212       -0.36   -0.460872  0.00220861
        3213       -0.52    -0.46089    0.002208
        3214        -0.6   -0.460933  0.00220774
        3215        -0.6   -0.460977  0.00220747
        3216       -0.36   -0.460945  0.00220701
        3217       -0.36   -0.460914  0.00220655
        3218       -0.44   -0.460907  0.00220587
        3219       -0.44   -0.460901  0.00220519
        3220       -0.28   -0.460845  0.00220522
        3221       -0.36   -0.460813  0.00220476
        3222       -0.44   -0.460807  0.00220409
        3223       -0.68   -0.460875  0.00220445
        3224       -0.36   -0.460844  0.00220399
        3225       -0.52   -0.460862  0.00220338
        3226        -0.6   -0.460905  0.00220312
        3227       -0.36   -0.460874  0.00220266
        3228       -0.36   -0.460843   0.0022022
        3229       -0.28   -0.460787  0.00220223
        3230       -0.68   -0.460854   0.0022026
        3231       -0.68   -0.460922  0.00220296
        3232       -0.36   -0.460891   0.0022025
        3233       -0.52   -0.460909  0.00220189
        3234       -0.52   -0.460928  0.00220129
        3235       -0.36   -0.460896  0.00220083
        3236       -0.28   -0.460841  0.00220086
        3237       -0.36   -0.460809   0.0022004
        3238       -0.36   -0.460778  0.00219994
        3239       -0.44   -0.460772  0.00219927
        3240       -0.44   -0.460765   0.0021986
        3241        -0.6   -0.460808  0.00219834
        3242       -0.04   -0.460679  0.00220149
        3243       -0.44   -0.460672  0.00220082
        3244       -0.36   -0.460641  0.00220036
        3245       -0.52   -0.460659  0.00219976
        3246        -0.6   -0.460702   0.0021995
        3247       -0.36   -0.460671  0.00219904
        3248        -0.6   -0.460714  0.00219878
        3249       -0.36   -0.460683  0.00219833
        3250       -0.36   -0.460652  0.00219787
        3251       -0.44   -0.460646   0.0021972
        3252       -0.36   -0.460615  0.00219674
        3253       -0.52   -0.460633  0.00219614
        3254       -0.28   -0.460578  0.00219617
        3255       -0.44   -0.460571   0.0021955
        3256       -0.44   -0.460565  0.00219484
        3257        -0.6   -0.460608  0.00219458
        3258       -0.28   -0.460552  0.00219461
        3259        -0.6   -0.460595  0.00219435
        3260       -0.44   -0.460589  0.00219369
        3261       -0.36   -0.460558  0.00219323
        3262        -0.6   -0.460601  0.00219298
        3263        -0.6   -0.460644  0.00219272
        3264       -0.52   -0.460662  0.00219212
        3265        -0.2   -0.460582  0.00219291
        3266        -0.6   -0.460625  0.00219265
        3267       -0.52   -0.460643  0.00219205
        3268       -0.52   -0.460661  0.00219146
        3269       -0.52   -0.460679  0.00219086
        3270        -0.6   -0.460722  0.00219061
        3271       -0.52    -0.46074  0.00219001
        3272       -0.52   -0.460758  0.00218942
        3273       -0.44   -0.460752  0.00218876
        3274        -0.2   -0.460672  0.00218954
        3275        -0.2   -0.460592  0.00219032
        3276       -0.36   -0.460562  0.00218986
        3277       -0.36   -0.460531  0.00218941
        3278       -0.44   -0.460525  0.00218875
        3279        -0.6   -0.460567   0.0021885
        3280       -0.44   -0.460561  0.00218784
        3281       -0.44   -0.460555  0.00218718
        3282       -0.44   -0.460548  0.00218652
        3283       -0.68   -0.460615  0.00218688
        3284       -0.36   -0.460585  0.00218643
        3285       -0.36   -0.460554  0.00218598
        3286       -0.44   -0.460548  0.00218532
        3287       -0.52   -0.460566  0.00218473
        3288       -0.44    -0.46056  0.00218407
        3289       -0.44   -0.460553  0.00218342
        3290       -0.36   -0.460523  0.00218297
        3291       -0.52   -0.460541  0.00218238
        3292       -0.52   -0.460559  0.00218179
        3293        -0.6   -0.460601  0.00218154
        3294       -0.52   -0.460619  0.00218095
        3295       -0.52   -0.460637  0.00218037
        3296       -0.36   -0.460607  0.00217992
        3297       -0.52   -0.460625  0.00217933
        3298       -0.44   -0.460619  0.00217868
        3299        -0.6   -0.460661  0.00217843
        3300        -0.6   -0.460703  0.00217818
        3301       -0.44   -0.460697  0.00217753
        3302        -0.6   -0.460739  0.00217728
        3303       -0.68   -0.460805  0.00217763
        3304       -0.76   -0.460896  0.00217885
        3305        -0.6   -0.460938   0.0021786
        3306       -0.44   -0.460932  0.00217795
        3307       -0.52    -0.46095  0.00217736
        3308       -0.28   -0.460895  0.00217739
        3309       -0.44   -0.460888  0.00217674
        3310       -0.52   -0.460906  0.00217616
        3311       -0.44     -0.4609  0.00217551
        3312        -0.6   -0.460942  0.00217526
        3313       -0.36   -0.460912  0.00217482
        3314       -0.28   -0.460857  0.00217485
        3315       -0.36   -0.460827   0.0021744
        3316       -0.52   -0.460844  0.00217382
        3317       -0.28    -0.46079  0.00217385
        3318        -0.6   -0.460832   0.0021736
        3319        -0.6   -0.460874  0.00217335
        3320       -0.52   -0.460892  0.00217277
        3321        -0.6   -0.460933  0.00217252
        3322       -0.52   -0.460951  0.00217193
        3323       -0.68   -0.461017  0.00217228
        3324       -0.44   -0.461011  0.00217164
        3325       -0.44   -0.461005  0.00217099
        3326       -0.36   -0.460974  0.00217055
        3327       -0.28    -0.46092  0.00217058
        3328       -0.36   -0.460889  0.00217014
        3329       -0.44   -0.460883   0.0021695
        3330       -0.28   -0.460829  0.00216953
        3331       -0.36   -0.460799  0.00216909
        3332       -0.36   -0.460768  0.00216865
        3333       -0.44   -0.460762    0.002168
        3334        -0.6   -0.460804  0.00216776
        3335       -0.28    -0.46075  0.00216778
        3336       -0.28   -0.460695  0.00216781
        3337        -0.6   -0.460737  0.00216756
        3338       -0.36   -0.460707  0.00216712
        3339       -0.52   -0.460725  0.00216655
        3340       -0.52   -0.460743  0.00216597
        3341       -0.36   -0.460712  0.00216553
        3342       -0.52    -0.46073  0.00216496
        3343       -0.44   -0.460724  0.00216432
        3344       -0.36   -0.460694  0.00216388
        3345       -0.52   -0.460712  0.00216331
        3346        -0.6   -0.460753  0.00216306
        3347       -0.44   -0.460747  0.00216242
        3348       -0.52   -0.460765  0.00216185
        3349       -0.44   -0.460758  0.00216121
        3350        -0.2   -0.460681  0.00216197
        3351       -0.52   -0.460698   0.0021614
        3352       -0.36   -0.460668  0.00216096
        3353       -0.52   -0.460686  0.00216039
        3354       -0.44    -0.46068  0.00215975
        3355       -0.36    -0.46065  0.00215932
        3356       -0.44   -0.460644  0.00215868
        3357        -0.6   -0.460685  0.00215844
        3358       -0.28   -0.460631  0.00215847
        3359       -0.44   -0.460625  0.00215783
        3360       -0.44   -0.460619   0.0021572
        3361       -0.52   -0.460637  0.00215663
        3362       -0.44   -0.460631    0.002156
        3363       -0.36   -0.460601  0.00215556
        3364       -0.36   -0.460571  0.00215513
        3365       -0.52   -0.460588  0.00215456
        3366        -0.2   -0.460511  0.00215531
        3367       -0.52   -0.460529  0.00215475
        3368       -0.44   -0.460523  0.00215411
        3369       -0.44   -0.460516  0.00215348
        3370       -0.44    -0.46051  0.00215285
        3371       -0.44   -0.460504  0.00215222
        3372       -0.36   -0.460474  0.00215179
        3373        -0.6   -0.460516  0.00215155
        3374       -0.44    -0.46051  0.00215092
        3375       -0.44   -0.460504  0.00215029
        3376       -0.28    -0.46045  0.00215032
        3377        -0.6   -0.460492  0.00215008
        3378       -0.68   -0.460557  0.00215043
        3379       -0.68   -0.460621  0.00215077
        3380       -0.44   -0.460615  0.00215014
        3381       -0.44   -0.460609  0.00214952
        3382        -0.6   -0.460651  0.00214928
        3383       -0.68   -0.460715  0.00214962
        3384       -0.28   -0.460662  0.00214965
        3385       -0.52   -0.460679  0.00214908
        3386       -0.36    -0.46065  0.00214865
        3387       -0.36    -0.46062  0.00214822
        3388       -0.52   -0.460638  0.00214766
        3389       -0.44   -0.460631  0.00214704
        3390       -0.44   -0.460625  0.00214641
        3391       -0.52   -0.460643  0.00214585
        3392       -0.52    -0.46066  0.00214529
        3393       -0.44   -0.460654  0.00214467
        3394       -0.36   -0.460625  0.00214424
        3395       -0.36   -0.460595  0.00214381
        3396        -0.6   -0.460636  0.00214357
        3397       -0.44    -0.46063  0.00214295
        3398        -0.6   -0.460671  0.00214271
        3399        -0.6   -0.460712  0.00214247
        3400        -0.6   -0.460753  0.00214224
        3401        -0.6   -0.460794    0.002142
        3402       -0.52   -0.460811  0.00214144
        3403       -0.52   -0.460829  0.00214088
        3404        -0.6    -0.46087  0.00214064
        3405        -0.6    -0.46091   0.0021404
        3406       -0.52   -0.460928  0.00213984
        3407       -0.44   -0.460922  0.00213923
        3408        -0.6   -0.460962  0.00213899
        3409        -0.6   -0.461003  0.00213875
        3410       -0.52   -0.461021  0.00213819
        3411       -0.68   -0.461085  0.00213853
        3412        -0.6   -0.461125  0.00213829
        3413       -0.68    -0.46119  0.00213862
        3414       -0.52   -0.461207  0.00213807
        3415       -0.52   -0.461224  0.00213751
        3416       -0.52   -0.461241  0.00213695
        3417       -0.52   -0.461258   0.0021364
        3418       -0.36   -0.461229  0.00213598
        3419       -0.12   -0.461129  0.00213768
        3420       -0.28   -0.461076  0.00213771
        3421       -0.36   -0.461046  0.00213729
        3422       -0.52   -0.461064  0.00213674
        3423        -0.6   -0.461104   0.0021365
        3424        -0.6   -0.461145  0.00213626
        3425       -0.44   -0.461139  0.00213565
        3426       -0.52   -0.461156  0.00213509
        3427       -0.44    -0.46115  0.00213448
        3428       -0.52   -0.461167  0.00213392
        3429        -0.6   -0.461207  0.00213369
        3430       -0.36   -0.461178  0.00213327
        3431       -0.44   -0.461172  0.00213265
        3432       -0.28   -0.461119  0.00213269
        3433       -0.36   -0.461089  0.00213227
        3434       -0.44   -0.461083  0.00213166
        3435       -0.52     -0.4611   0.0021311
        3436       -0.28   -0.461048  0.00213114
        3437       -0.36   -0.461018  0.00213072
        3438       -0.44   -0.461012  0.00213011
        3439       -0.28    -0.46096  0.00213014
        3440       -0.44   -0.460953  0.00212953
        3441       -0.52   -0.460971  0.00212898
        3442       -0.44   -0.460965  0.00212837
        3443       -0.44   -0.460958  0.00212776
        3444        -0.6   -0.460999  0.00212752
        3445        -0.6   -0.461039  0.00212729
        3446       -0.76   -0.461126  0.00212844
        3447        -0.6   -0.461166   0.0021282
        3448       -0.52   -0.461183  0.00212766
        3449       -0.52     -0.4612  0.00212711
        3450       -0.28   -0.461148  0.00212714
        3451        -0.6   -0.461188   0.0021269
        3452       -0.52   -0.461205  0.00212635
        3453       -0.28   -0.461153  0.00212639
        3454       -0.52    -0.46117  0.00212584
        3455       -0.36    -0.46114  0.00212543
        3456        -0.2   -0.461065  0.00212615
        3457       -0.36   -0.461036  0.00212574
        3458       -0.36   -0.461006  0.00212533
        3459       -0.36   -0.460977  0.00212491
        3460       -0.12   -0.460879  0.00212658
        3461       -0.44   -0.460873  0.00212598
        3462       -0.52    -0.46089  0.00212543
        3463       -0.52   -0.460907  0.00212488
        3464       -0.44   -0.460901  0.00212428
        3465       -0.44   -0.460895  0.00212368
        3466       -0.44   -0.460889  0.00212307
        3467       -0.44   -0.460883  0.00212247
        3468       -0.36   -0.460854  0.00212205
        3469       -0.28   -0.460801  0.00212208
        3470       -0.52   -0.460818  0.00212154
        3471       -0.36   -0.460789  0.00212113
        3472       -0.52   -0.460806  0.00212059
        3473       -0.44     -0.4608  0.00211998
        3474        -0.6   -0.460841  0.00211975
        3475       -0.44   -0.460835  0.00211915
        3476        -0.6   -0.460875  0.00211892
        3477        -0.6   -0.460915  0.00211869
        3478       -0.52   -0.460932  0.00211815
        3479        -0.2   -0.460857  0.00211886
        3480       -0.52   -0.460874  0.00211832
        3481       -0.44   -0.460868  0.00211772
        3482       -0.52   -0.460885  0.00211718
        3483       -0.44   -0.460879  0.00211658
        3484       -0.44   -0.460873  0.00211599
        3485       -0.12   -0.460775  0.00211764
        3486       -0.36   -0.460746  0.00211723
        3487       -0.36   -0.460717  0.00211682
        3488       -0.44   -0.460711  0.00211622
        3489       -0.28   -0.460659  0.00211625
        3490       -0.36    -0.46063  0.00211584
        3491       -0.28   -0.460579  0.00211586
        3492       -0.28   -0.460527  0.00211589
        3493       -0.28   -0.460475  0.00211591
        3494       -0.44   -0.460469  0.00211532
        3495       -0.44   -0.460464  0.00211472
        3496       -0.44   -0.460458  0.00211412
        3497        -0.6   -0.460498  0.00211389
        3498       -0.52   -0.460515  0.00211336
        3499       -0.52   -0.460532  0.00211282
        3500       -0.44   -0.460526  0.00211223
        3501        -0.6   -0.460566    0.002112
        3502       -0.44    -0.46056   0.0021114
        3503       -0.44   -0.460554  0.00211081
        3504       -0.44   -0.460548  0.00211022
        3505        -0.6   -0.460588  0.00210999
        3506       -0.36   -0.460559  0.00210958
        3507       -0.52   -0.460576  0.00210905
        3508       -0.36   -0.460547  0.00210864
        3509       -0.52   -0.460564  0.00210811
        3510        -0.6   -0.460604  0.00210788
        3511       -0.52   -0.460621  0.00210735
        3512       -0.44   -0.460615  0.00210676
        3513       -0.28   -0.460564  0.00210679
        3514       -0.44   -0.460558   0.0021062
        3515       -0.36   -0.460529  0.00210579
        3516       -0.44   -0.460523   0.0021052
        3517       -0.36   -0.460495  0.00210479
        3518       -0.36   -0.460466  0.00210439
        3519        -0.2   -0.460392  0.00210509
        3520        -0.2   -0.460318  0.00210579
        3521        -0.6   -0.460358  0.00210557
        3522        -0.6   -0.460398  0.00210535
        3523       -0.44   -0.460392  0.00210476
        3524        -0.6   -0.460431  0.00210453
        3525       -0.68   -0.460494  0.00210486
        3526       -0.52    -0.46051  0.00210433
        3527       -0.36   -0.460482  0.00210392
        3528       -0.44   -0.460476  0.00210334
        3529       -0.28   -0.460425  0.00210336
        3530       -0.44   -0.460419  0.00210277
        3531       -0.52   -0.460436  0.00210224
        3532       -0.44    -0.46043  0.00210166
        3533       -0.28   -0.460379  0.00210168
        3534       -0.28   -0.460328  0.00210171
        3535       -0.36     -0.4603  0.00210131
        3536       -0.44   -0.460294  0.00210072
        3537       -0.44   -0.460288  0.00210013
        3538       -0.68    -0.46035  0.00210046
        3539       -0.36   -0.460322  0.00210006
        3540       -0.44   -0.460316  0.00209947
        3541       -0.12    -0.46022  0.00210108
        3542        -0.2   -0.460147  0.00210177
        3543       -0.36   -0.460119  0.00210136
        3544       -0.76   -0.460203  0.00210247
        3545       -0.76   -0.460288  0.00210358
        3546       -0.68    -0.46035   0.0021039
        3547       -0.52   -0.460367  0.00210337
        3548       -0.52   -0.460383  0.00210285
        3549        -0.6   -0.460423  0.00210262
        3550       -0.52   -0.460439   0.0021021
        3551       -0.36   -0.460411   0.0021017
        3552       -0.44   -0.460405  0.00210111
        3553       -0.44     -0.4604  0.00210053
        3554       -0.44   -0.460394  0.00209995
        3555       -0.44   -0.460388  0.00209936
        3556       -0.52   -0.460405  0.00209884
        3557       -0.52   -0.460422  0.00209832
        3558       -0.44   -0.460416  0.00209773
        3559       -0.68   -0.460478  0.00209805
        3560       -0.68   -0.460539  0.00209837
        3561       -0.52   -0.460556  0.00209785
        3562       -0.52   -0.460573  0.00209732
        3563        -0.6   -0.460612   0.0020971
        3564       -0.68   -0.460673  0.00209741
        3565        -0.2     -0.4606   0.0020981
        3566       -0.52   -0.460617  0.00209758
        3567       -0.44   -0.460611    0.002097
        3568       -0.36   -0.460583   0.0020966
        3569        -0.2    -0.46051  0.00209728
        3570       -0.36   -0.460482  0.00209688
        3571       -0.12   -0.460386  0.00209846
        3572       -0.36   -0.460358  0.00209806
        3573        -0.2   -0.460285  0.00209874
        3574        -0.6   -0.460325  0.00209852
        3575       -0.52   -0.460341    0.002098
        3576       -0.52   -0.460358  0.00209748
        3577       -0.44   -0.460352   0.0020969
        3578        -0.6   -0.460391  0.00209668
        3579       -0.68   -0.460453  0.00209699
        3580       -0.52   -0.460469  0.00209647
        3581       -0.52   -0.460486  0.00209595
        3582       -0.36   -0.460458  0.00209555
        3583        -0.6   -0.460497  0.00209533
        3584       -0.28   -0.460446  0.00209535
        3585       -0.28   -0.460396  0.00209537
        3586       -0.44    -0.46039  0.00209479
        3587       -0.44   -0.460385  0.00209422
        3588        -0.6   -0.460424  0.00209399
        3589        -0.6   -0.460463  0.00209377
        3590       -0.44   -0.460457   0.0020932
        3591       -0.36   -0.460429   0.0020928
        3592       -0.36   -0.460401   0.0020924
        3593       -0.52   -0.460417  0.00209189
        3594       -0.44   -0.460412  0.00209131
        3595       -0.52   -0.460428   0.0020908
        3596       -0.68   -0.460489  0.00209111
        3597       -0.52   -0.460506  0.00209059
        3598       -0.52   -0.460523  0.00209008
        3599       -0.28   -0.460472   0.0020901
        3600       -0.52   -0.460489  0.00208958
        3601        -0.6   -0.460528  0.00208936
        3602        -0.6   -0.460566  0.00208914
        3603       -0.68   -0.460627  0.00208945
        3604       -0.04   -0.460511  0.00209212
        3605       -0.44   -0.460505  0.00209155
        3606       -0.68   -0.460566  0.00209186
        3607       -0.36   -0.460538  0.00209146
        3608        -0.2   -0.460466  0.00209213
        3609       -0.36   -0.460438  0.00209174
        3610       -0.44   -0.460432  0.00209116
        3611       -0.52   -0.460449  0.00209065
        3612       -0.36   -0.460421  0.00209026
        3613       -0.36   -0.460393  0.00208986
        3614       -0.28   -0.460343  0.00208988
        3615       -0.44   -0.460337  0.00208931
        3616       -0.52   -0.460354   0.0020888
        3617       -0.52    -0.46037  0.00208828
        3618       -0.28   -0.460321   0.0020883
