#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         458   -0.304703   -0.219755  0.00423462
         459   -0.310226   -0.219952  0.00422998
         460   -0.317171   -0.220163  0.00422606
         461   -0.316014   -0.220371    0.004222
         462   -0.326195     -0.2206  0.00421907
         463   -0.323552   -0.220823  0.00421581
         464   -0.319991   -0.221037  0.00421214
         465   -0.323629   -0.221257  0.00420886
         466   -0.338561   -0.221509  0.00420735
         467   -0.317155   -0.221714  0.00420332
         468   -0.332016   -0.221949  0.00420094
         469   -0.325563    -0.22217  0.00419779
         470   -0.334777    -0.22241  0.00419569
         471   -0.331224   -0.222641  0.00419314
         472   -0.344318   -0.222899  0.00419217
         473   -0.329884   -0.223125   0.0041894
         474   -0.351832   -0.223396  0.00418936
         475   -0.358294    -0.22368  0.00419015
         476   -0.354755   -0.223956  0.00419039
         477   -0.325672   -0.224169  0.00418702
         478   -0.347049   -0.224426  0.00418615
         479   -0.348437   -0.224685  0.00418541
         480   -0.350523   -0.224947  0.00418489
         481   -0.349471   -0.225206  0.00418419
         482   -0.338352   -0.225441  0.00418209
         483   -0.347056   -0.225693    0.004181
         484   -0.353249   -0.225956  0.00418066
         485   -0.359956   -0.226232  0.00418116
         486    -0.34553   -0.226478  0.00417976
         487   -0.354704   -0.226741  0.00417946
         488   -0.382555    -0.22706  0.00418307
         489   -0.389696   -0.227393  0.00418772
         490   -0.387232   -0.227719  0.00419186
         491    -0.37299   -0.228015  0.00419375
         492   -0.345956   -0.228255  0.00419207
         493   -0.370658   -0.228544  0.00419351
         494   -0.356852   -0.228803  0.00419306
         495   -0.358978   -0.229066  0.00419282
         496   -0.345233   -0.229301  0.00419091
         497   -0.361451   -0.229566   0.0041909
         498   -0.373317   -0.229855  0.00419241
         499   -0.368059   -0.230132  0.00419315
         500   -0.375055   -0.230422  0.00419477
         501   -0.372216   -0.230705  0.00419594
         502   -0.379978   -0.231002   0.0041981
         503   -0.355158   -0.231249    0.004197
         504   -0.370336   -0.231525  0.00419774
         505   -0.365453    -0.23179   0.0041978
         506   -0.371362   -0.232066  0.00419855
         507   -0.363045   -0.232325  0.00419821
         508   -0.367752   -0.232591   0.0041984
         509   -0.360856   -0.232843  0.00419771
         510    -0.35919   -0.233091  0.00419678
         511   -0.355329    -0.23333  0.00419538
         512   -0.364491   -0.233586    0.004195
         513   -0.378652   -0.233869  0.00419635
         514   -0.382843   -0.234159  0.00419818
         515    -0.37806   -0.234438  0.00419932
         516   -0.383655   -0.234727  0.00420112
         517    -0.35233   -0.234955  0.00419915
         518   -0.371101   -0.235218  0.00419926
         519   -0.382731   -0.235502  0.00420078
         520   -0.404852   -0.235828   0.0042053
         521   -0.406652   -0.236156     0.00421
         522   -0.412902   -0.236494  0.00421552
         523   -0.409266   -0.236824  0.00422039
         524   -0.415993   -0.237166  0.00422616
         525   -0.423174   -0.237521  0.00423294
